gene,wt_cross_sex_ll,ko_cross_sex_ll,is_wt_cycler
Gtf3a,-245.06408074110283,-255.26459703047485,False
Gtf3c2,-254.88823994889196,-247.02156981189876,False
Gtf3c6,-268.3571999400722,-252.9178533851452,False
Gtpbp4,-253.92334578885263,-251.03345943823854,False
Gucy1a1,-269.0810724823659,-264.8853830207464,True
Gucy1b1,-250.62341618519972,-268.28029455066917,False
Guk1,-248.32422549750888,-257.6202043257053,False
Gulp1,-239.48321000689836,-238.3948373244649,False
Gusb,-275.01684205051004,-246.8347631812651,False
Gxylt2,-269.6892168160051,-282.8730473584869,False
Gyg,-259.55850072493155,-250.74467041362334,False
H13,-272.92032557556865,-245.20357295875476,False
H1f0,-291.2332068843392,-263.66999211530293,False
H2-D1,-284.80423505492354,-236.769900257862,False
H2-K1,-259.38274348350274,-258.96265337920954,False
H2-Ke6,-257.875492014726,-266.7209750391884,False
H2afj,-245.32943060071406,-265.754197635377,False
H2afv,-267.9042384956098,-250.65915729085793,True
H2afy,-243.78544522035207,-251.04642425639003,False
H2afz,-284.79169893861797,-258.58850613068125,False
H3f3a,-269.0907574983888,-241.48099030314341,False
H3f3b,-260.01985994136044,-265.3695521797947,True
Hacd1,-275.00895590232005,-289.7333514534415,False
Hacd2,-303.9137261030043,-250.27343625631187,False
Hacd4,-263.8051630547054,-356.55342983923117,False
Hadh,-254.07323717927102,-258.180996693096,False
Hadha,-272.128424601692,-261.5329035678145,False
Hadhb,-282.13063994390603,-259.68428044237703,False
Hagh,-257.6744581479314,-252.28106617797272,False
Hars,-254.88178030287978,-256.92821222022087,False
Haus8,-281.51386698788724,-374.76697701350014,True
Hax1,-238.83325750862457,-235.48398395648263,False
Hbegf,-305.9406271631305,-313.1200866163939,False
Hbp1,-262.8482756102558,-260.904164790059,False
Hcfc1,-314.1657075827543,-283.0984513465514,False
Hcfc1r1,-262.91804412227907,-251.90187685991208,True
Hdac1,-249.52983608867424,-254.41055321066347,False
Hdac2,-276.36800742853893,-258.8574038298549,False
Hdac5,-297.8896014759956,-284.0344280976867,False
Hdac9,-295.266472516224,-298.3419541376499,False
Hdgf,-255.42170831761138,-267.6962279075035,False
Hdgfl2,-269.5373939054415,-252.0279954946363,False
Hdgfl3,-244.69181790727328,-253.06762980682058,False
Hdhd2,-256.92885720280566,-273.3797413193789,False
Hdlbp,-290.0373728840362,-269.44074901201446,False
Hebp1,-266.08751415064665,-254.25773790316435,False
Heca,-267.53092050004625,-260.3895228148844,False
Hectd1,-253.0748220957384,-259.8654287708933,False
Helz,-270.97868195564536,-249.11042546964902,False
Herc1,-269.8601149864661,-272.810711542657,False
Herc2,-299.169050296062,-269.8847108802473,False
Herpud1,-260.6631735237383,-246.86885606031495,True
Herpud2,-266.7515294774611,-250.6147446690884,False
Hes1,-261.8587488258914,-283.5582485547477,True
Hexa,-308.8284398778268,-343.08329020130014,False
Hexb,-263.1542455649519,-316.1876828601797,False
Hexim1,-256.5308719655655,-281.0161743771961,False
Hey2,-245.19381081724165,-285.52160280123866,False
Heyl,-292.68608142343084,-320.575504287714,False
Hibadh,-249.2018578979915,-257.9029607006674,False
Hif1a,-304.7687239595364,-254.88426047831078,False
Higd1a,-313.5851894543628,-270.07345832551107,True
Higd2a,-264.345647071234,-244.21685726187783,False
Hikeshi,-269.8237989201385,-276.2735090026843,False
Hint1,-273.68555712978633,-280.9536329130577,False
Hint2,-269.97005830149084,-257.9784836193906,False
Hint3,-247.64903965252205,-257.77035615412217,False
Hip1,-270.563526980677,-256.14077670712993,False
Hipk1,-309.2667270501048,-289.64351346919995,False
Hipk3,-306.4866970386524,-292.4235433467726,False
Hist1h1c,-289.1674378910268,-275.7775414312962,True
Hist1h1e,-341.1282874187873,-290.7634100880191,True
Hist1h2bc,-288.8220417401399,-251.85830690042036,False
Hist1h4d,-369.5144778731442,-252.29027402173347,True
Hivep1,-293.9130603316389,-266.365506111887,False
Hivep2,-342.00654937318336,-290.99034062805146,True
Hjurp,-333.12273677626445,-279.8845716779638,False
Hk2,-354.23516723029866,-300.00117290201297,False
Hlf,-361.06337173263796,-239.6426810585775,True
Hmg20b,-264.3636805091754,-260.63217772647124,False
Hmgb1,-258.11409402440245,-259.87576956772534,False
Hmgb2,-297.519424375724,-234.92910486307397,False
Hmgcl,-269.8884210218604,-259.6074731367786,False
Hmgcs1,-261.9444743507834,-383.78105672322226,True
Hmgcs2,-344.77338430052646,-340.31539960435316,True
Hmgn1,-242.64079122712803,-249.48317249230195,False
Hmgn2,-259.2919539250564,-249.96081398994613,False
Hmgn3,-275.4435757822828,-249.57706072065363,True
Hmgn5,-247.00380428448543,-258.5651471301035,False
Hmox2,-259.0586981753787,-249.39093543899907,False
Hnrnpa0,-304.8423469717522,-254.87100901821387,False
Hnrnpa1,-298.67439990243514,-261.5496917220944,False
Hnrnpa2b1,-254.2074825654993,-253.51631179982513,False
Hnrnpa3,-260.10406963475816,-265.91347570784774,False
Hnrnpab,-259.9135350569642,-249.05171709937989,False
Hnrnpc,-264.49546459629295,-260.961492010595,False
Hnrnpd,-256.9397684371638,-270.13789880282866,False
Hnrnpdl,-258.2933663378771,-247.84726820725558,False
Hnrnpf,-295.12590868675306,-245.14351250572366,False
Hnrnph1,-249.4523392986326,-278.77052595253883,False
Hnrnph2,-247.75885572880844,-264.1145909498471,False
Hnrnph3,-258.3517742113204,-252.5154046884532,False
Hnrnpk,-259.87486355932737,-251.05503837538566,False
Hnrnpl,-259.28174179688233,-258.29412213078484,False
Hnrnpm,-265.95607829992394,-232.1266809681824,False
Hnrnpr,-249.49730371712738,-254.73717249418326,False
Hnrnpu,-265.88090310933836,-253.82438406525927,False
Hnrnpul1,-277.00060164544556,-274.52977901699074,False
Hnrnpul2,-267.51347350664594,-255.98285467585507,False
Hook3,-251.17913937985756,-260.5076790643455,False
Hotairm1,-278.95118782671227,-261.01183984796927,False
Hoxa7,-289.0485461425943,-270.2099131456762,False
Hoxb2,-259.26377406704495,-275.71067030957033,False
Hp1bp3,-255.57535174731072,-249.33074965157695,False
Hpcal1,-266.1318116978501,-263.8284748642447,False
Hpf1,-273.70667907804943,-257.17736033118314,False
Hprt,-279.0129123723595,-235.88014749208708,False
Hras,-260.48415066473126,-259.0102300938406,False
Hsbp1,-268.3358999209644,-259.47675186420423,False
Hsd17b10,-247.37938024206824,-261.66344841334546,False
Hsd17b11,-252.4808786241424,-245.25740741917903,False
Hsd17b12,-242.59975412547067,-258.00838210141626,False
Hsd17b4,-269.1865944636617,-265.1432075712955,False
Hsp90aa1,-344.6648383607006,-267.9971318636039,True
Hsp90ab1,-275.3482793279644,-245.3029873894052,True
Hsp90b1,-265.3093026569407,-254.64011624617655,True
Hspa13,-250.60160459319877,-266.61665980077066,False
Hspa14,-269.8131778978691,-260.9398456971228,False
Hspa1a,-649.6540616572014,-386.7229267332356,True
Hspa1b,-710.1394377750228,-435.33590758210806,True
Hspa2,-295.2648343791657,-285.9634269463877,False
Hspa4,-294.2414579817835,-269.6984613393633,False
Hspa5,-279.65766332367525,-251.4024415626387,True
Hspa8,-332.5330516138862,-287.6961930899643,True
Hspa9,-246.45094219204515,-252.77424446149888,False
Hspb1,-476.43433871639434,-277.4065043876626,True
Hspb11,-301.45697004878355,-257.97209511903213,False
Hspb2,-264.53251904321866,-249.99556365049654,False
Hspb6,-263.15083091310186,-314.5456301776022,False
Hspb7,-270.7069925902862,-244.12411530672705,True
Hspb8,-296.744803624849,-287.1571261552175,False
Hspd1,-278.29846034348947,-277.65874957222417,True
Hspe1,-263.08199391873455,-262.8137449343404,False
Hspg2,-281.74983522858525,-286.119647471529,False
Hsph1,-369.88947140880947,-254.8627828026939,True
Htatsf1,-250.03006749797146,-276.2862760389601,False
Htr1b,-263.9439640043937,-320.11688769762196,False
Htra1,-269.40372756218295,-297.941143179078,False
Htra3,-274.4131781077832,-256.16119530330866,False
Huwe1,-263.81828892945856,-269.7032741686463,False
Hypk,-335.5839170108578,-248.76606132730336,False
Iah1,-277.09249546604525,-249.41130686476964,False
Iars2,-276.6724665026318,-275.4097197013457,False
Ick,-265.5954868249629,-246.4914845490825,False
Id1,-320.62742139181154,-425.62011847855194,True
Id2,-444.9541708193178,-402.6423498229447,False
Id3,-302.1481829653452,-342.78749796722593,True
Id4,-348.4842897976696,-311.0054469914761,False
Ide,-270.14991042420155,-307.48476945344214,False
Idh1,-254.86473218785108,-261.08213639686744,False
Idh2,-269.94553082727157,-261.1092654144762,True
Idh3a,-265.90538463008215,-265.23030169210455,False
Idh3b,-266.8792258640458,-287.29858220933716,False
Idh3g,-260.78883875136023,-259.13685139691995,False
Idnk,-260.3730164867638,-263.6399177767005,False
Ids,-294.94135899675763,-335.71967288468613,False
Ier2,-248.5578777687511,-287.77980034575404,False
Ier3,-266.6930346220281,-304.19826093253147,False
Ier3ip1,-253.64656440228393,-248.4583296412036,False
Ier5,-283.0886689864627,-299.2729337485776,True
Ier5l,-300.0415879937292,-339.2991833810365,False
Ifi27,-276.2686020708209,-273.5216532473553,False
Ifi30,-295.00534357616567,-260.21119469434404,False
Ifi35,-292.9479494816642,-282.6810361601658,False
Ifitm2,-262.3606198060092,-262.77194228504675,False
Ifitm3,-282.93780457308605,-253.53886201842113,False
Ifnar2,-253.46238602842323,-257.41855012865034,False
Ifngr1,-253.29469061605613,-241.60214310755305,False
Ifngr2,-309.4446169313112,-290.5365404326956,False
Ifrd1,-268.7008024212015,-295.97825925983307,False
Ift20,-259.56430259948513,-261.58888514698054,False
Ift27,-269.8531148665468,-253.1889635907441,False
Ift43,-247.2199069469387,-279.3999216281241,True
Ift46,-244.7864881632515,-240.0344606614714,False
Ift81,-285.31386851789927,-258.074044040425,False
Igbp1,-260.4993968592536,-275.021924267107,False
Igf1r,-281.1999188854385,-241.89493842517714,False
Igf2r,-271.1520917052761,-305.36333422753546,False
Igfbp4,-343.310322130034,-435.95840013644556,True
Igfbp7,-298.81739037370244,-276.1614529557482,False
Igsf8,-265.59343304542597,-287.9293273818126,True
Igsf9b,-288.5100015924297,-244.12058074831538,False
Ik,-274.3768173942823,-251.63127578396507,False
Ikbip,-265.80128209488544,-244.6491829931283,False
Ikzf5,-321.55154775643143,-261.2858361262158,False
Il11ra1,-285.33303358835315,-252.71349763457096,False
Il1r1,-264.0833029369552,-284.45352770855635,False
Il6st,-276.000893880629,-279.1798143982534,False
Ilf2,-250.71714156539295,-254.96829156201312,False
Ilk,-314.482517385759,-258.17430631712205,False
Ilkap,-262.3287635870727,-256.2257969485944,False
Ilrun,-283.18693803468466,-267.25433932262996,False
Immp1l,-287.0356350515883,-278.9410485222325,False
Immt,-254.8963912689116,-255.3033420171904,False
Imp3,-289.1130945278601,-265.0808764523384,False
Impa1,-249.49623658190256,-267.44660919973984,False
Impact,-337.3682409779657,-272.85385874096033,False
Impad1,-262.146470326667,-259.13207161962157,False
Impdh2,-249.58951341071747,-245.89918555247672,False
Inafm2,-319.1855482795195,-326.3867305376561,False
Ing1,-263.29855013199506,-263.26102927120826,False
Ing4,-252.76337453815157,-263.46050698454746,False
Inhba,-256.5388111984022,-282.08043096797337,False
Inka2,-248.58981859107467,-261.1206917377534,False
Ino80b,-278.1670808419241,-270.8879898250167,False
Ino80d,-273.4400052326889,-245.9495758080562,False
Ino80e,-243.41791044143704,-246.847326147658,False
Inpp4a,-266.0575197461417,-315.9871072011936,False
Inpp5a,-262.1158535705686,-260.7492369526108,False
Insig2,-256.3584920383853,-265.6659827485786,False
Insr,-301.9879195740048,-268.82499775209095,False
Ip6k1,-268.3579595747435,-282.2261744830023,False
Ipo5,-271.4841657107884,-269.43365911214846,False
Ipo7,-265.5556325184419,-273.20013108524586,False
Iqgap1,-287.06579832247473,-289.5315115734026,False
Iqsec1,-301.10418609848074,-277.8493904802592,False
Irak1,-263.242710669717,-253.08312292904773,False
Irak1bp1,-251.79750516730803,-257.149296764982,False
Irak2,-293.05641725268595,-253.68615847133162,True
Irf2,-257.0696799903526,-242.1739966518698,False
Irf2bp2,-295.0495908014674,-263.2036105141226,True
Irf2bpl,-293.17951590875225,-273.8120131569495,False
Irf3,-266.99519270491237,-253.7334856242366,False
Irs2,-399.8596140212572,-339.2856914771204,True
Isca2,-282.6620319165102,-261.69810490142214,False
Iscu,-253.77638375110075,-246.81323539859153,False
Islr,-310.5232627501689,-395.30768974872274,False
Isyna1,-291.10181771865484,-247.9028638932635,False
Itch,-271.9745763440852,-247.08579689551675,False
Itfg1,-246.52136378309402,-287.28504395012305,False
Itga1,-298.54406769567913,-270.81523586772954,False
Itga3,-268.13761225235646,-281.5141035400276,False
Itga5,-346.40224842295794,-301.8183276887603,False
Itga7,-256.0249988940896,-249.30620028634473,False
Itga8,-268.92281982107863,-272.0476963846628,False
Itga9,-281.4406752509305,-255.2943633935251,True
Itgav,-274.99420565644897,-268.8110697112774,False
Itgb1,-278.37404504945533,-260.53500189797137,False
Itgb1bp1,-244.2008163175425,-258.2595200768104,False
Itgb3,-323.0872334740893,-262.32723328679936,True
Itgb5,-273.51023030021713,-301.4665835844575,False
Itgbl1,-284.05665528327376,-294.7617249042753,False
Itih2,-316.9551253745544,-282.2626874415161,False
Itih4,-335.27611948370253,-373.69649957237954,False
Itm2b,-272.0667952567416,-244.73560833875842,False
Itm2c,-268.0550140217131,-293.1842921675222,False
Itpkb,-254.6777269413003,-248.7580527670084,False
Itpr1,-294.28930349288385,-279.314305279711,False
Itprid2,-252.67048983859823,-269.27230869011316,False
Itpripl2,-349.51171647642644,-272.13017334609594,False
Itsn2,-269.30602791879966,-265.62697988715803,False
Ivd,-255.31999699749997,-230.59855156021018,False
Iws1,-274.27400741061496,-265.5030142917726,False
Jagn1,-265.9625105698597,-261.6164295850411,False
Jak1,-277.6375452428646,-263.6097550111167,False
Jam3,-277.63012635909837,-237.908364251061,True
Jkamp,-244.7264662357988,-248.47460186645245,False
Jmjd1c,-265.5902217107071,-273.542747931725,False
Jmjd6,-250.59167368761956,-249.95483222286163,False
Jmy,-250.4573176013853,-263.42519947013875,False
Josd2,-257.1712829135439,-257.74775928742537,False
Jph2,-262.7849890806957,-275.91010122566115,False
Jtb,-277.1614612481376,-275.668831223843,False
Jun,-324.0505474619246,-305.5309621332544,False
Junb,-313.962702364438,-364.66312446915424,True
Jund,-271.7679475372296,-259.3195614745193,False
Jup,-309.2620320278442,-272.6977501995161,False
Kalrn,-277.0804609644264,-283.83664499932434,True
Kank1,-294.77452521085394,-277.602606112582,False
Kank2,-302.4612706768239,-267.52645830225487,False
Kansl1,-278.14012842688476,-272.95531798651575,False
Kansl1l,-273.25336498734447,-266.834084303077,False
Kars,-264.04173488928075,-281.6587305190987,False
Kat2b,-258.18175789820725,-264.4783442442178,False
Kat6a,-264.1429336393191,-287.98945727127585,False
Kat6b,-309.20095267513017,-287.3466112009707,False
Kazald1,-276.761040703615,-375.815922312739,False
Kcmf1,-252.56667338155486,-269.9331162736411,False
Kcnab1,-273.83827539346873,-251.16572062717245,False
Kcnh2,-328.0314547183681,-328.8295859415553,False
Kcnma1,-322.6861980744633,-325.29871328321946,False
Kcnmb1,-281.53823408732194,-267.94183210836025,False
Kcnq1ot1,-282.6186417271543,-260.0569986329555,False
Kctd10,-274.45601252639614,-275.3102682537259,False
Kctd17,-267.3397746797978,-295.552106430719,False
Kdelr1,-267.07014007441256,-259.9861190757576,False
Kdelr2,-294.9850653460219,-249.32772640225795,False
Kdelr3,-284.0216658029931,-268.09300395149955,False
Kdm1a,-256.5457822563694,-245.50954721957345,False
Kdm2a,-263.0720985440193,-277.83843722834615,False
Kdm5a,-298.3015780663226,-282.24911059629756,False
Kdm5b,-266.4930152564014,-268.8286572990949,False
Kdm5c,-425.64062831398894,-403.89862022915156,False
Kdm6a,-473.6551823801995,-455.66915693492246,False
Kdm6b,-271.5830805844479,-321.66355526482414,False
Kdsr,-294.9666881856177,-277.04315693459773,False
Keap1,-255.79290873325093,-251.8421982756428,False
Khdrbs1,-243.31622654420605,-260.16438923694983,False
Khdrbs3,-298.4877975980783,-298.8489414652812,False
Khsrp,-268.0733138417792,-298.9749700388492,False
Kidins220,-260.97512329473966,-273.1976226702776,False
Kif13a,-288.3581033351557,-260.06077985082743,False
Kif1b,-278.19198704113717,-274.19581090797624,False
Kif1bp,-252.18068895118503,-248.99785098024725,False
Kif1c,-258.14491786832593,-321.1056730685624,False
Kif2a,-281.4746485753308,-257.8639639771277,False
Kif3a,-258.1551983381412,-242.13752971315748,True
Kif5b,-261.45979309987837,-245.053979230741,False
Kifap3,-255.48860627126226,-254.90979166430347,False
Kin,-248.4410696497556,-283.3254466312192,False
Klc1,-264.0642647856797,-259.8582639853545,False
Klf13,-264.52957067266857,-279.07564979905476,False
Klf15,-331.1437810186306,-320.53549890298893,True
Klf2,-310.65411152600865,-244.143770632626,True
Klf3,-318.45093799978895,-272.70798217363404,False
Klf4,-353.3320022279257,-330.77014230392757,True
Klf6,-283.8932103199731,-253.5456773778916,False
Klf7,-270.9242642677624,-256.28502825676185,False
Klf9,-266.53257451313226,-299.04739372977843,True
Klhdc2,-270.94058805364716,-262.967498346827,False
Klhdc3,-279.7695667291959,-263.60489832585915,False
Klhdc8b,-264.1278243830915,-281.60361360196504,True
Klhl24,-288.8533268488178,-286.6026397794199,False
Klhl7,-257.5607964238429,-255.1860763081325,False
Klhl9,-267.2739933598122,-250.8553264788016,False
Kmt2a,-290.4980665351239,-277.2344809560179,False
Kmt2c,-309.69770112624826,-251.8308734964525,False
Kmt2e,-287.3579060945756,-277.03737112297904,False
Kmt5a,-262.6141113353503,-265.08440938303676,False
Kmt5b,-236.38813365789002,-242.2071701010225,False
Knop1,-249.78090893710586,-259.0440613956009,False
Kpna1,-271.5213967020411,-270.26808862390845,False
